order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,profit,returns,payment_mode
CA-2019-159023,03/11/2019,05/11/2019,First Class,NW-18400,Natalie Webber,Consumer,United States,Portland,Oregon,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,185.6,4,19.791,#N/A,COD
CA-2019-159023,03/11/2019,05/11/2019,First Class,NW-18400,Natalie Webber,Consumer,United States,Portland,Oregon,West,TEC-MA-10003337,Technology,Machines,Okidata B401 Printer,185.58,4,19.775,#N/A,COD
CA-2019-134180,03/11/2019,07/11/2019,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,185.53,4,19.771,#N/A,COD
CA-2019-134180,03/11/2019,07/11/2019,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,185.4,4,19.771,#N/A,Cards
CA-2019-143308,04/11/2019,04/11/2019,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",185.38,4,19.755,#N/A,COD
CA-2019-163755,04/11/2019,08/11/2019,Second Class,AS-10285,Alejandro Savely,Corporate,United States,Seattle,Washington,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",185.38,4,19.755,#N/A,COD
CA-2019-166443,04/11/2019,05/11/2019,First Class,LH-17020,Lisa Hazard,Consumer,United States,San Francisco,California,West,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,185.38,4,19.736,#N/A,COD
CA-2019-146766,04/11/2019,04/11/2019,Same Day,TT-21220,Thomas Thornton,Consumer,United States,Chula Vista,California,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,185.35,4,19.732,#N/A,Cards
CA-2019-163328,04/11/2019,06/11/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,184.99,4,19.656,#N/A,Online
CA-2019-163328,04/11/2019,06/11/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",184.78,4,19.633,#N/A,Cards
CA-2019-163328,04/11/2019,06/11/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,184.76,4,19.631,#N/A,Online
CA-2019-163328,04/11/2019,06/11/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,184.75,4,19.625,#N/A,Cards
CA-2019-163328,04/11/2019,06/11/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",184.75,4,19.596,#N/A,COD
CA-2019-163328,04/11/2019,06/11/2019,Second Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,184.7,4,19.596,#N/A,Online
CA-2019-165827,04/11/2019,09/11/2019,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Miami,Florida,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,184.68,4,19.524,#N/A,COD
CA-2019-119018,04/11/2019,08/11/2019,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,183.9,4,19.518,#N/A,COD
CA-2019-119018,04/11/2019,08/11/2019,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,West,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,183.84,4,19.5,#N/A,Online
CA-2019-119018,04/11/2019,08/11/2019,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,West,OFF-PA-10000295,Office Supplies,Paper,Xerox 229,183.18,4,19.488,#N/A,COD
CA-2019-162236,04/11/2019,06/11/2019,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,South,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,183.17,4,19.466,#N/A,Cards
CA-2019-162236,04/11/2019,06/11/2019,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,182.94,4,19.438,#N/A,Cards
CA-2019-162236,04/11/2019,06/11/2019,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,South,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,182.88,4,19.435,#N/A,Online
CA-2019-158260,04/11/2019,08/11/2019,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Diego,California,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,182.79,4,19.435,#N/A,COD
US-2019-111563,04/11/2019,08/11/2019,Standard Class,SM-20005,Sally Matthias,Consumer,United States,Houston,Texas,Central,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",182.72,4,19.419,#N/A,COD
US-2019-111563,04/11/2019,08/11/2019,Standard Class,SM-20005,Sally Matthias,Consumer,United States,Houston,Texas,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",182.72,4,19.41,#N/A,Online
CA-2019-140207,05/11/2019,10/11/2019,Standard Class,CS-12400,Christopher Schild,Home Office,United States,San Jose,California,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,182.67,4,19.393,#N/A,Cards
US-2019-106677,05/11/2019,10/11/2019,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,182.44,4,19.376,#N/A,Online
US-2019-131611,05/11/2019,09/11/2019,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,182.12,4,19.339,#N/A,Online
US-2019-131611,05/11/2019,09/11/2019,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,182.06,4,19.331,#N/A,COD
US-2019-131611,05/11/2019,09/11/2019,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,182.04,4,19.319,#N/A,Online
US-2019-131611,05/11/2019,09/11/2019,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,181.88,4,19.312,#N/A,Cards
US-2019-131611,05/11/2019,09/11/2019,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,181.8,4,19.296,#N/A,Online
US-2019-165078,05/11/2019,10/11/2019,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,181.14,4,19.256,#N/A,Cards
US-2019-165078,05/11/2019,10/11/2019,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,180.96,4,19.247,#N/A,Cards
US-2019-165078,05/11/2019,10/11/2019,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,Central,OFF-LA-10000414,Office Supplies,Labels,Avery 503,180.96,4,19.245,#N/A,Cards
CA-2019-148908,05/11/2019,08/11/2019,First Class,JH-15985,Joseph Holt,Consumer,United States,San Francisco,California,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,180.79,4,19.238,#N/A,Online
CA-2019-143441,05/11/2019,05/11/2019,Same Day,EB-14170,Evan Bailliet,Consumer,United States,Laredo,Texas,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,180.7,4,19.198,#N/A,Online
CA-2019-125094,05/11/2019,09/11/2019,Standard Class,NP-18700,Nora Preis,Consumer,United States,Seattle,Washington,West,TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard,180.59,4,19.194,#N/A,Online
CA-2019-144092,05/11/2019,07/11/2019,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,180.44,4,19.188,#N/A,Cards
CA-2019-144092,05/11/2019,07/11/2019,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,180.44,4,19.179,#N/A,Online
CA-2019-144092,05/11/2019,07/11/2019,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",180.02,4,19.176,#N/A,COD
CA-2019-157280,05/11/2019,07/11/2019,First Class,LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",179.99,4,19.138,#N/A,Cards
CA-2019-157280,05/11/2019,07/11/2019,First Class,LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,South,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,179.97,4,19.138,#N/A,COD
CA-2019-157280,05/11/2019,07/11/2019,First Class,LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,South,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",179.97,4,19.085,#N/A,Online
US-2019-125969,06/11/2019,10/11/2019,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",179.94,4,19.08,#N/A,Cards
US-2019-125969,06/11/2019,10/11/2019,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,179.8,4,19.051,#N/A,Cards
US-2019-153815,06/11/2019,09/11/2019,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,179.7,4,19.035,#N/A,Cards
US-2019-153815,06/11/2019,09/11/2019,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,179.7,4,18.96,#N/A,Cards
US-2019-153815,06/11/2019,09/11/2019,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,South,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",179.57,4,18.899,#N/A,Cards
US-2019-153815,06/11/2019,09/11/2019,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",179.48,4,18.897,#N/A,COD
CA-2019-109925,06/11/2019,10/11/2019,Second Class,IM-15070,Irene Maddox,Consumer,United States,San Diego,California,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,179.3,4,18.894,#N/A,Cards
CA-2019-113817,07/11/2019,11/11/2019,Standard Class,MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,West,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,179.16,4,18.894,#N/A,COD
CA-2019-161669,07/11/2019,09/11/2019,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,179.1,4,18.894,#N/A,COD
CA-2019-161669,07/11/2019,09/11/2019,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,178.96,4,18.873,#N/A,Online
CA-2019-161669,07/11/2019,09/11/2019,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,178.94,4,18.837,#N/A,Cards
CA-2019-161669,07/11/2019,09/11/2019,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,178.92,4,18.833,#N/A,Cards
CA-2019-147585,07/11/2019,12/11/2019,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,San Francisco,California,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",178.35,4,18.821,#N/A,COD
CA-2019-144554,07/11/2019,12/11/2019,Standard Class,DM-13345,Denise Monton,Corporate,United States,Newark,Ohio,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,178.34,4,18.781,#N/A,Online
US-2019-139388,07/11/2019,09/11/2019,First Class,CC-12475,Cindy Chapman,Consumer,United States,Lakewood,New Jersey,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,178.25,4,18.781,#N/A,Cards
CA-2019-164896,07/11/2019,12/11/2019,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Oceanside,California,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",178.1,4,18.767,#N/A,Cards
CA-2019-152247,07/11/2019,12/11/2019,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Cheyenne,Wyoming,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,177.97,4,18.722,#N/A,Cards
CA-2019-132997,07/11/2019,09/11/2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,East,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,177.95,4,18.696,#N/A,COD
CA-2019-132997,07/11/2019,09/11/2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,177.95,4,18.687,#N/A,Online
CA-2019-132997,07/11/2019,09/11/2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,East,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,177.95,4,18.684,#N/A,Cards
CA-2019-132997,07/11/2019,09/11/2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",177.94,4,18.662,#N/A,COD
CA-2019-132997,07/11/2019,09/11/2019,First Class,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,177.88,4,18.662,#N/A,Online
CA-2019-116337,07/11/2019,12/11/2019,Standard Class,MC-17845,Michael Chen,Consumer,United States,Dallas,Texas,Central,FUR-FU-10002030,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",177.48,4,18.662,#N/A,Cards
CA-2019-116337,07/11/2019,12/11/2019,Standard Class,MC-17845,Michael Chen,Consumer,United States,Dallas,Texas,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",177.48,4,18.662,#N/A,COD
CA-2019-168830,07/11/2019,13/11/2019,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,San Francisco,California,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,177.48,4,18.662,#N/A,COD
CA-2019-116379,07/11/2019,12/11/2019,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,177.45,4,18.662,#N/A,Online
CA-2019-152156,08/11/2019,11/11/2019,Second Class,CG-12520,Claire Gute,Consumer,United States,Henderson,Kentucky,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,177.4,4,18.662,#N/A,Cards
CA-2019-152156,08/11/2019,11/11/2019,Second Class,CG-12520,Claire Gute,Consumer,United States,Henderson,Kentucky,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",177.39,4,18.601,#N/A,Cards
CA-2019-138233,09/11/2019,14/11/2019,Standard Class,PF-19165,Philip Fox,Consumer,United States,Oakland,California,West,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,177.23,4,18.589,#N/A,Online
CA-2019-105494,10/11/2019,12/11/2019,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,177.22,4,18.539,#N/A,COD
CA-2019-105494,10/11/2019,12/11/2019,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,177,4,18.527,#N/A,Online
CA-2019-163384,10/11/2019,12/11/2019,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",176.97,4,18.522,#N/A,COD
CA-2019-163384,10/11/2019,12/11/2019,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,176.78,4,18.514,#N/A,Cards
CA-2019-137736,10/11/2019,15/11/2019,Standard Class,DC-13285,Debra Catini,Consumer,United States,Warner Robins,Georgia,South,OFF-AR-10004999,Office Supplies,Art,Newell 315,175.98,4,18.477,#N/A,Online
CA-2019-115588,10/11/2019,12/11/2019,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,175.96,4,18.463,#N/A,Cards
CA-2019-115588,10/11/2019,12/11/2019,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,175.95,4,18.46,#N/A,Cards
CA-2019-145177,10/11/2019,14/11/2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,175.92,4,18.453,#N/A,Online
CA-2019-145177,10/11/2019,14/11/2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,175.06,4,18.447,#N/A,COD
CA-2019-145177,10/11/2019,14/11/2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,174.99,4,18.446,#N/A,COD
CA-2019-145177,10/11/2019,14/11/2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",174.94,4,18.398,#N/A,Cards
CA-2019-145177,10/11/2019,14/11/2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",174.92,4,18.396,#N/A,COD
CA-2019-145177,10/11/2019,14/11/2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,174.57,4,18.346,#N/A,Cards
CA-2019-145177,10/11/2019,14/11/2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,174.29,4,18.33,#N/A,COD
CA-2019-145177,10/11/2019,14/11/2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",173.98,4,18.317,#N/A,Online
CA-2019-145177,10/11/2019,14/11/2019,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,173.95,4,18.28,#N/A,Cards
US-2019-144547,10/11/2019,14/11/2019,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Houston,Texas,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,173.94,4,18.259,#N/A,COD
CA-2019-119935,10/11/2019,14/11/2019,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfield,Missouri,Central,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,173.94,4,18.253,#N/A,Cards
CA-2019-119935,10/11/2019,14/11/2019,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfield,Missouri,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",173.92,4,18.24,#N/A,Online
CA-2019-125164,10/11/2019,14/11/2019,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,East,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,173.92,4,18.235,#N/A,Online
CA-2019-125164,10/11/2019,14/11/2019,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,173.49,4,18.211,#N/A,Cards
CA-2019-158694,10/11/2019,13/11/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,173.24,4,18.211,#N/A,COD
CA-2019-158694,10/11/2019,13/11/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,172.99,4,18.211,#N/A,Cards
CA-2019-158694,10/11/2019,13/11/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",172.98,4,18.211,#N/A,Online
CA-2019-158694,10/11/2019,13/11/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,172.71,4,18.211,#N/A,Online
CA-2019-158694,10/11/2019,13/11/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,172.6,4,18.211,#N/A,Online
CA-2019-158694,10/11/2019,13/11/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,172.5,4,18.2,#N/A,Online
CA-2019-158694,10/11/2019,13/11/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,172.39,4,18.191,#N/A,Online
CA-2019-162348,10/11/2019,15/11/2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Sacramento,California,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",172.12,4,18.176,#N/A,COD
CA-2019-152940,10/11/2019,13/11/2019,First Class,RO-19780,Rose O'Brian,Consumer,United States,San Francisco,California,West,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,171.99,4,18.176,#N/A,Cards
US-2019-136581,10/11/2019,12/11/2019,First Class,SV-20365,Seth Vernon,Consumer,United States,Troy,Ohio,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,171.96,4,18.144,#N/A,COD
CA-2019-140935,10/11/2019,12/11/2019,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,Central,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,171.94,4,18.118,#N/A,COD
CA-2019-140935,10/11/2019,12/11/2019,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",171.9,4,18.104,#N/A,COD
CA-2019-127761,10/11/2019,14/11/2019,Standard Class,SW-20275,Scott Williamson,Consumer,United States,New York City,New York,East,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,171.82,4,18.093,#N/A,Online
CA-2019-127761,10/11/2019,14/11/2019,Standard Class,SW-20275,Scott Williamson,Consumer,United States,New York City,New York,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,171.55,4,18.09,#N/A,COD
CA-2019-124667,11/11/2019,16/11/2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,171.35,4,18.038,#N/A,Online
CA-2019-124667,11/11/2019,16/11/2019,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,171.12,4,18.01,#N/A,COD
CA-2019-124506,11/11/2019,17/11/2019,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,171.11,4,18.01,#N/A,COD
CA-2019-124506,11/11/2019,17/11/2019,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,171.04,4,17.998,#N/A,Cards
CA-2019-139878,11/11/2019,16/11/2019,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,171,4,17.996,#N/A,COD
CA-2019-130799,11/11/2019,16/11/2019,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",170.97,4,17.994,#N/A,COD
CA-2019-131968,11/11/2019,15/11/2019,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,South,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,170.88,4,17.994,#N/A,Online
